,Type,Related url,planned/unplanned,Cause,Body,Start Time,End Time,Duration,Context
54,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/654,unplanned,Unknown,Formatting for new optimizers I don't know why this didn't happen automatically,2024-03-15T05:26:45Z,2024-03-15T05:26:51Z,0 days 00:00:06,format new optimizers dont know didnt happen automatically
56,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/652,unplanned,Unknown,Fixed issue with boolean outputs. Also added some more tests for demos.,2024-03-14T22:37:55Z,2024-03-14T22:38:01Z,0 days 00:00:06,fix issue boolean output also add test demo
58,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/649,unplanned,Unknown,"fix(dspy): remove debug print statement (minor) This is a quick fix for unexpected print statement, and also includes linting.",2024-03-14T12:17:17Z,2024-03-14T13:32:03Z,0 days 01:14:46,fixdspy remove debug print statement minor quick fix unexpected print statement also include linting
60,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/647,unplanned,Unknown,"Fix Google API generate_content usage Per [the docs](https://ai.google.dev/api/rest/v1/GenerateContentResponse) GenerateContentResponse doesn't seem to have a `parts` param any more.

Completions are found under `candidates[i].content.parts[i].text`.",2024-03-14T04:59:09Z,2024-03-14T06:29:08Z,0 days 01:29:59,fix google api generatecontent usage per generatecontentresponse doesnt seem part param completion find candidatescontentpartstext
61,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/646,unplanned,Unknown,"Fix do_generate looking for max_tokens when using Google LM The google LM module has ""max_output_tokens"" in its kwargs dict, rather than ""max_tokens"". This causes `do_generate` to sometimes fail when trying to adjust the max tokens in the retry logic.

I considered updating the Google kwargs dict to also contain ""max_tokens"", but then the generation config object complains about extra keys, so it gets kind of annoying to keep track of as you switch back and forth.

It probably won't matter soon anyway, since I think the plan is to migrate to LiteLLM.",2024-03-14T04:15:09Z,2024-03-18T19:42:01Z,4 days 15:26:52,fix dogenerate look maxtokens use google lm google lm module maxoutputtokens kwargs dict rather maxtokens cause dogenerate sometimes fail try adjust max token retry logic consider updating google kwargs dict also contain maxtokens generation config object complain extra key get kind annoy keep track switch back forth probably wont matter soon anyway since think plan migrate litellm
63,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/644,unplanned,Unknown,"feature(dspy): added support for Vertex AI Gemini API Added support for Vertex AI Gemini API, see also https://github.com/stanfordnlp/dspy/discussions/640",2024-03-13T20:40:00Z,2024-03-14T05:01:55Z,0 days 08:21:55,featuredspy add support vertex ai gemini api add support vertex ai gemini api see also
64,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/643,unplanned,Unknown,"fix(dspy): use DataFrame.applymap in older pandas As mentioned in https://github.com/stanfordnlp/dspy/pull/561#issuecomment-1994541167, older Pandas such as 1.5.3 (the default version on Colab) doesn't have `DataFrame.map` yet",2024-03-13T16:48:33Z,2024-03-13T17:56:19Z,0 days 01:07:46,fixdspy use dataframeapplymap old panda mention old panda default version colab doesnt dataframemap yet
65,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/638,unplanned,Unknown,"Added support for multiple API endpoints to `HFClientVLLM` This PR adds support for multiple API endpoints being passed to `HFClientVLLM` via the `url` argument, in a backwards-compatible manner, as discussed in [this](https://github.com/stanfordnlp/dspy/issues/554) issue.",2024-03-13T11:24:31Z,2024-03-20T17:54:22Z,7 days 06:29:51,added support multiple api endpoint hfclientvllm pr add support multiple api endpoint pass hfclientvllm via url argument backwardscompatible manner discuss issue
67,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/635,unplanned,Unknown,"Fix marqo omg, dotdict move to dsp.ustils",2024-03-12T10:14:26Z,2024-03-14T16:41:10Z,2 days 06:26:44,fix marqo omg dotdict move dspustils
68,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/634,unplanned,Unknown,"Add an option to choose embedding model in pgvector * What is this PR for?
  * This PR resolves #613, adding an option to choose whether use openai to get embeddings, or other embedding models like cloud embedding services(google, cohere, nomic, ...) or on-premise embedding models(huggingface).

Features:
* Now installing `openai` is not required. Move it into optional import.
* Now either `openai_client` or `embedding_func` should be specified, otherwise raises AssertionError.

This PR will not change the current behavior as it still accepts `openai_client` for openai embeddings.",2024-03-12T08:14:47Z,2024-03-18T20:28:39Z,6 days 12:13:52,add option choose embed model pgvector pr pr resolve add option choose whether use openai get embeddings embed model like cloud embed servicesgoogle cohere nomic onpremise embed modelshuggingface feature instal openai require move optional import either openaiclient embeddingfunc specify otherwise raise assertionerror pr change current behavior still accept openaiclient openai embeddings
70,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/629,unplanned,Unknown,fix neo4j docs None,2024-03-11T17:15:35Z,2024-03-11T17:39:15Z,0 days 00:23:40,fix doc none
72,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/625,unplanned,Unknown,Fix return_all_scores in evaluate Remade version of https://github.com/stanfordnlp/dspy/pull/555 as requested by @isaacbmiller. ,2024-03-10T20:15:08Z,2024-03-10T20:52:55Z,0 days 00:37:47,fix returnallscores evaluate remade version request isaacbmiller
73,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/623,unplanned,Unknown,"feat(dspy): add support for azure ai search **Feature Addition: Introducing AzureAISearchRM Class**

This pull request introduces the AzureAISearchRM class, designed as a retrieval module utilizing Azure AI Search to retrieve top passages for a given query. Below are the details of this new class:

Key Features:

Integration with Azure AI Search: The class enables seamless integration with Azure AI Search service, facilitating the retrieval of top passages based on user queries.

Flexible Configuration: Users can configure various parameters such as the Azure AI Search service name, API key, search index name, and other optional settings like semantic ranking, filter queries, and speller mode.

Ease of Use: The class provides an intuitive interface for interacting with Azure AI Search, making it straightforward for developers to incorporate search functionalities into their applications.

Checks:

- [x] Pre-Commit checks are passing (locally and remotely)
- [x] Title of your PR / MR corresponds to the required format
- [x] Commit message follows required format {label}(dspy): {message}
",2024-03-10T11:30:41Z,2024-03-24T20:16:02Z,14 days 08:45:21,featdspy add support azure ai search feature addition introduce azureaisearchrm class pull request introduces azureaisearchrm class design retrieval module utilizing azure ai search retrieve top passage give query detail new class key feature integration azure ai search class enable seamless integration azure ai search service facilitate retrieval top passage base user query flexible configuration user configure various parameter azure ai search service name api key search index name optional setting like semantic ranking filter query speller mode ease use class provide intuitive interface interact azure ai search make straightforward developer incorporate search functionality application check precommit check pass locally remotely title pr mr corresponds require format commit message follow require format labeldspy message
